變異點編號,權責單位,查證結果,變異類型,latitude,longitude
AO0211202017,新竹市,合法,非農業核准開發案件,24.73727,120.89243
O0211201003,新竹市,違規,其他,24.74150,120.90814
O0211201004,新竹市,違規,其他,24.74101,120.90872
O0211202005,新竹市,違規,整地,24.76072,120.91042
O0211201001,新竹市,違規,其他,24.74337,120.91152
O0211203002,新竹市,違規,新增建物,24.82379,120.91154
O0211203003,新竹市,違規,其他,24.81756,120.91281
O0211203004,新竹市,違規,其他,24.81907,120.91288
O0211202003,新竹市,違規,其他,24.80311,120.91860
O0211203001,新竹市,違規,新增建物,24.72834,120.91966
O0211201002,新竹市,違規,新增建物,24.73016,120.91973
AO0211201001,新竹市,合法,治山防災工程,24.74684,120.92316
O0211202002,新竹市,違規,新增建物,24.82030,120.92546
21511201052,新竹市,合法,"全部納入水土保持計畫內或未納入水土保持計畫內部分未達2公頃 (水利法第83條之7第1項所定一定規模)",24.82208,120.92579
80111202005,新竹市,違規,其他,24.77508,120.92608
AO0211202010,新竹市,違規,堆積土石,24.77508,120.92608
O0211202004,新竹市,違規,其他,24.81240,120.92635
O0211201005,新竹市,違規,其他,24.80370,120.92639
21511202019,新竹市,違規,未取得出流管制計畫書核定函,24.79107,120.92785
O0311202001,新竹市,違規,新增建物,24.82418,120.93142
AO0211202016,新竹市,違規,違規農業使用,24.75083,120.94192
AO0211202015,新竹市,合法,非農業核准開發案件,24.75246,120.94299
AO0211202011,新竹市,合法,非農業核准開發案件,24.78240,120.95355
AO0211202018,新竹市,合法,其他,24.74720,120.95507
AO0211202013,新竹市,違規,開發建築用地,24.75355,120.95518
AO0211202014,新竹市,合法,其他,24.74990,120.95578
AO0211202012,新竹市,違規,違規農業使用,24.77532,120.95949
O0311203006,新竹市,合法,其他,24.82102,120.96226
AO0111202003,新竹市,違規,其他開挖整地,24.78311,120.96364
AO0111202001,新竹市,合法,非農業核准開發案件,24.79088,120.97161
AO0111202005,新竹市,合法,治山防災工程,24.77572,120.97529
AO0111202004,新竹市,合法,查無變異點位置,24.79048,120.97554
AO0111202002,新竹市,違規,堆積土石,24.77852,120.98066
O0111203005,新竹市,違規,新增建物,24.82196,120.98108
AO0111202009,新竹市,合法,非農業核准開發案件,24.78841,120.98527
AO0111202008,新竹市,合法,非農業核准開發案件,24.78799,120.98808
AO0111202007,新竹市,合法,非農業核准開發案件,24.78670,120.98989
AO0111202006,新竹市,合法,非農業核准開發案件,24.78670,120.99138
21511202020,新竹市,合法,自然裸露地,24.79347,120.99554
O0111203007,新竹市,違規,新增建物,24.80234,121.01283
21511202024,新竹市,合法,已取得排水計畫書核定函,24.79301,121.01776
21511202022,新竹市,合法,已取得排水計畫書核定函,24.79930,121.01810
21511202023,新竹市,合法,已取得排水計畫書核定函,24.79700,121.02053
21511202025,新竹市,合法,已取得排水計畫書核定函,24.78916,121.02293
