變異點編號,權責單位,查證結果,變異類型,latitude,longitude,created,modified
20211503003,第二河川分署,非違規,其他,24.823805403948800,120.982849585003000,"2026-04-29 23:31:42",
20211504011,第二河川分署,已知工程,工程施作,24.830170583526600,120.959751901097000,"2026-05-05 02:00:14",
20211504013,第二河川分署,已知工程,工程施作,24.811030840005100,121.010787481441000,"2026-05-05 02:00:14",
21511502044,新竹市,非違規,已取得排水計畫書核定函,24.796218018741100,121.015160084618000,"2026-04-29 23:31:42",
80111504013,新竹市,違規,整地,24.752955576623100,120.960248088512000,"2026-04-29 23:31:42",
202115013010,第二河川分署,非違規,其他,24.833331099396900,120.956854801236000,"2026-04-29 23:31:42",
AO0111503003,新竹市,違規,其他開挖整地,24.775154067459000,120.965849464001000,"2026-04-29 23:31:42",
AO0111503004,新竹市,違規,開發建築用地,24.783684364430300,120.968103472126000,"2026-04-29 23:31:42",
AO0111503005,新竹市,違規,其他開挖整地,24.776881297125300,120.980226935128000,"2026-04-29 23:31:42",
AO0111504002,新竹市,非違規,非農業核准開發案件,24.752955576623000,120.960248088512000,"2026-04-29 23:31:42",
AO0111504003,新竹市,違規,違規農業使用,24.763997671904900,121.027741617788000,"2026-04-29 23:31:42",
AO0211502001,新竹市,非違規,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.773483268213000,120.933154712339000,"2026-04-29 23:31:42",
AO0211502002,新竹市,違規,其他開挖整地,24.779175822495200,120.941137619848000,"2026-04-29 23:31:42",
AO0211502003,新竹市,非違規,其他,24.790356660597000,120.949500195444000,"2026-04-29 23:31:42",
AO0211502004,新竹市,非違規,其他,24.757020662528200,120.925583150203000,"2026-04-29 23:31:42",
AO0211502005,新竹市,非違規,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.740017158060400,120.922872523698000,"2026-04-29 23:31:42",
AO0211502006,新竹市,違規,堆積土石,24.715659011749100,120.922410832371000,"2026-04-29 23:31:42",
AO0211503001,新竹市,違規,違規農業使用,24.776931566191200,120.928905684837000,"2026-04-29 23:31:42",
AO0211503002,新竹市,非違規,其他,24.766292723154400,120.928143163827000,"2026-04-29 23:31:42",
AO0211503006,新竹市,違規,違規農業使用,24.779270608473800,120.940993063038000,"2026-04-29 23:31:42",
AO0211503008,新竹市,非違規,其他,24.737862733524500,120.935154756801000,"2026-04-29 23:31:42",
AO0211504001,新竹市,非違規,其他,24.737939064443800,120.898180969419000,"2026-04-29 23:31:42",
AO0211504010,新竹市,違規,違規農業使用,24.750322193680200,120.955697086381000,"2026-04-29 23:31:42",
AO0211504012,新竹市,違規,其他開挖整地,24.760575266314100,120.959295850082000,"2026-04-29 23:31:42",
O0111501001,新竹市,違規,新增建物,24.810643536373200,121.006892995618000,"2026-04-29 23:31:42",
O0111501002,新竹市,非違規,整地,24.801040445014500,121.009974640655000,"2026-04-29 23:31:42",
O0111501003,新竹市,違規,整地,24.799684080334400,121.019130343104000,"2026-04-29 23:31:42",
O0111502009,新竹市,違規,其他,24.813617336446200,120.985890285209000,"2026-04-29 23:31:42",
O0111503010,新竹市,違規,堆置土石方,24.803283707029400,121.018086849981000,"2026-04-29 23:31:42",
O0211502001,新竹市,違規,整地,24.805698221131600,120.935559799337000,"2026-04-29 23:31:42",
O0211502002,新竹市,違規,堆置土石方,24.812546448425900,120.939128346624000,"2026-04-29 23:31:42",
O0211502003,新竹市,違規,其他,24.821347397586100,120.912707011143000,"2026-04-29 23:31:42",
O0211502004,新竹市,違規,整地,24.813514613185900,120.909623646190000,"2026-04-29 23:31:42",
O0211502005,新竹市,違規,其他,24.818982535168000,120.914116699432000,"2026-04-29 23:31:42",
O0211502006,新竹市,違規,其他,24.802193081662800,120.925297381010000,"2026-04-29 23:31:42",
O0211502007,新竹市,違規,其他,24.797624615092600,120.920592649805000,"2026-04-29 23:31:42",
O0211502008,新竹市,非違規,新增建物,24.792203960527100,120.949201614129000,"2026-04-29 23:31:42",
O02115023001,新竹市,違規,其他,24.729220802480600,120.929387028750000,"2026-04-29 23:31:42",
O02115023002,新竹市,違規,其他,24.729322298874400,120.929925451711000,"2026-04-29 23:31:42",
O0211503001,新竹市,違規,其他,24.813339271413900,120.908812060573000,"2026-04-29 23:31:42",
O0211503002,新竹市,非違規,新增建物,24.816769101420700,120.915692396269000,"2026-04-29 23:31:42",
O0211503003,新竹市,違規,傾倒廢棄物,24.803730485321700,120.921245599306000,"2026-04-29 23:31:42",
O0211503004,新竹市,非違規,新增建物,24.776174756732200,120.916773247864000,"2026-04-29 23:31:42",
O0211503005,新竹市,違規,其他,24.785998327410100,120.916205243500000,"2026-04-29 23:31:42",
O0211503006,新竹市,違規,堆置土石方,24.795143231577900,120.918773675914000,"2026-04-29 23:31:42",
O0211503007,新竹市,違規,堆置土石方,24.795653231254300,120.926563716624000,"2026-04-29 23:31:42",
O0211503008,新竹市,非違規,其他,24.795411519514000,120.924961219829000,"2026-04-29 23:31:42",
O0211503009,新竹市,非違規,其他,24.757801925516700,120.909963201530000,"2026-04-29 23:31:42",
O0211503011,新竹市,違規,整地,24.804053108151700,120.934603653337000,"2026-04-29 23:31:42",
O0211504001,新竹市,違規,整地,24.734807705016100,120.882414889393000,"2026-04-29 23:31:42",
O0211504002,新竹市,違規,其他,24.738106050378300,120.898343769713000,"2026-04-29 23:31:42",
O0211504003,新竹市,違規,其他,24.726761241433500,120.919321084770000,"2026-04-29 23:31:42",
O0211504006,新竹市,違規,整地,24.814569327499800,120.908598323321000,"2026-04-29 23:31:42",
O0211504007,新竹市,違規,其他,24.798163254981700,120.933309358200000,"2026-04-29 23:31:42",
O0311504004,新竹市,違規,新增建物,24.840035964841700,120.923709056188000,"2026-04-29 23:31:42",
O0311504005,新竹市,非違規,其他,24.826078915021500,120.931160388677000,"2026-04-29 23:31:42",
